Area Code (FAO),Year,population,yield,harvested,Value
129,2020,28225.177,23981,417.0,1000.0
130,1961,3708.193,15000,100.0,150.0
130,1962,3799.155,15000,100.0,150.0
130,1963,3893.628,16182,110.0,178.0
130,1964,3990.361,15000,200.0,300.0
130,1965,4089.097,20000,250.0,500.0
130,1966,4190.764,20367,300.0,611.0
130,1967,4295.762,25467,300.0,764.0
130,1968,4403.43,21000,300.0,630.0
130,1969,4512.861,22167,300.0,665.0
130,1970,4625.141,25914,700.0,1814.0
130,1971,4742.48,22167,300.0,665.0
130,1972,4865.978,21375,400.0,855.0
130,1973,4996.239,20167,300.0,605.0
130,1974,5134.199,20923,260.0,544.0
130,1975,5280.965,21167,300.0,635.0
130,1976,5438.226,20886,440.0,919.0
130,1977,5611.712,20350,200.0,407.0
130,1978,5808.81,25000,200.0,500.0
130,1979,6029.14,12500,400.0,500.0
130,1980,6267.369,12500,400.0,500.0
130,1981,6519.891,9556,720.0,688.0
130,1982,6784.347,10000,700.0,700.0
130,1983,7058.317,3329,2103.0,700.0
130,1984,7339.002,8303,1980.0,1644.0
130,1985,7625.078,6989,1126.0,787.0
130,1986,7909.819,8506,1513.0,1287.0
130,1987,8295.993,6610,2525.0,1669.0
130,1988,8754.781,7208,2593.0,1869.0
130,1989,9174.895,6698,2211.0,1481.0
130,1990,9539.665,7735,2119.0,1639.0
130,1991,9831.584,5870,1494.0,877.0
130,1992,10115.42,4239,1446.0,613.0
130,1993,10257.233,6306,1608.0,1014.0
130,1994,10131.799,2244,927.0,208.0
130,1995,10112.816,6865,2290.0,1572.0
130,1996,10310.528,8619,2686.0,2315.0
130,1997,10512.678,5896,2271.0,1339.0
130,1998,10732.456,7418,2483.0,1842.0
130,1999,10973.956,7877,2101.0,1655.0
130,2000,11229.387,7968,2278.0,1815.0
130,2001,11498.818,8989,2493.0,2241.0
130,2002,11784.498,5588,2720.0,1520.0
130,2003,12087.965,7510,2000.0,1502.0
130,2004,12411.342,7537,2213.0,1668.0
130,2005,12755.648,8707,1987.0,1730.0
130,2006,13118.307,12071,1656.0,1999.0
130,2007,13495.463,22968,2005.0,4605.0
130,2008,13889.423,16133,1479.0,2386.0
130,2009,14298.932,15006,1726.0,2590.0
130,2010,14718.422,15123,1548.0,2341.0
130,2011,15146.094,15214,1216.0,1850.0
130,2012,15581.251,15104,1295.0,1956.0
130,2013,16024.775,14058,1269.0,1784.0
130,2014,16477.966,12262,946.0,1160.0
130,2015,16938.942,12790,921.0,1178.0
130,2016,17405.624,11116,717.0,797.0
130,2017,17881.167,12273,607.0,745.0
130,2018,18367.883,12314,592.0,729.0
130,2019,18867.337,7905,716.0,566.0
130,2020,19377.061,12650,551.0,697.0
133,1961,5420.247,15000,2500.0,3750.0
133,1962,5494.845,14000,2500.0,3500.0
133,1963,5570.462,13043,2300.0,3000.0
133,1964,5647.38,11111,1800.0,2000.0
133,1965,5726.382,11111,1800.0,2000.0
133,1966,5806.572,13333,1500.0,2000.0
133,1967,5888.497,13333,1500.0,2000.0
133,1968,5973.762,13333,1500.0,2000.0
133,1969,6061.764,13333,1500.0,2000.0
133,1970,6153.587,13333,1500.0,2000.0
133,1971,6247.878,13333,1500.0,2000.0
133,1972,6347.158,13333,1500.0,2000.0
133,1973,6455.257,13333,1500.0,2000.0
133,1974,6569.273,13333,1500.0,2000.0
133,1975,6687.293,13333,1500.0,2000.0
133,1976,6807.648,13333,1500.0,2000.0
133,1977,6935.336,13333,1500.0,2000.0
133,1978,7072.938,13333,1500.0,2000.0
133,1979,7218.079,13333,1500.0,2000.0
133,1980,7372.581,13333,1500.0,2000.0
133,1981,7532.864,13333,1500.0,2000.0
133,1982,7696.349,10000,1500.0,1500.0
133,1983,7863.944,10000,1500.0,1500.0
133,1984,8030.099,10000,1500.0,1500.0
133,1985,8187.651,18095,798.0,1444.0
133,1986,8334.588,6762,1498.0,1013.0
133,1987,8474.329,12370,1152.0,1425.0
133,1988,8617.474,15108,738.0,1115.0
133,1989,8774.122,13053,1310.0,1710.0
133,1990,8945.026,11991,1723.0,2066.0
133,1991,9123.969,20000,1270.0,2540.0
133,1992,9310.572,13987,898.0,1256.0
133,1993,9506.51,30909,715.0,2210.0
133,1994,9711.797,16278,1628.0,2650.0
133,1995,9921.094,21040,2923.0,6150.0
133,1996,10131.906,19658,1607.0,3159.0
133,1997,10359.301,12752,2133.0,2720.0
133,1998,10620.475,24925,2680.0,6680.0
133,1999,10916.993,21696,3496.0,7585.0
133,2000,11239.101,23515,2640.0,6208.0
133,2001,11583.824,25237,3706.0,9353.0
133,2002,11952.66,25687,2548.0,6545.0
133,2003,12342.165,24489,2328.0,5701.0
133,2004,12751.995,25296,3535.0,8942.0
133,2005,13180.551,22001,2184.0,4805.0
133,2006,13623.541,24025,3565.0,8565.0
133,2007,14080.912,25029,3430.0,8585.0
133,2008,14551.117,24409,5394.0,13166.0
133,2009,15032.635,29665,5101.0,15132.0
133,2010,15529.181,25543,3935.0,10051.0
133,2011,16039.734,34378,9844.0,33842.0
133,2012,16514.687,40285,9947.0,40071.0
133,2013,17004.033,39754,6900.0,27430.0
133,2014,17551.814,44420,10281.0,45668.0
133,2015,18112.907,39401,9075.0,35756.0
133,2016,18700.106,89273,4496.0,40137.0
133,2017,19311.355,62311,4496.0,28015.0
133,2018,19934.298,35419,8240.0,29185.0
133,2019,20567.424,19301,4262.0,8226.0
133,2020,21224.04,53034,7000.0,37124.0
134,1961,337.12,13746,2069.0,2844.0
134,1962,335.452,13746,2069.0,2844.0
134,1963,332.894,16005,1845.0,2953.0
134,1964,329.757,14789,1873.0,2770.0
134,1965,326.401,16015,1586.0,2540.0
134,1966,322.983,15029,1555.0,2337.0
134,1967,320.151,14322,1548.0,2217.0
134,1968,318.055,10060,1344.0,1352.0
134,1969,316.457,13801,1268.0,1750.0
134,1970,315.414,14859,1243.0,1847.0
134,1971,315.099,21088,1130.0,2383.0
134,1972,315.373,22893,1044.0,2390.0
134,1973,316.193,23004,912.0,2098.0
134,1974,317.609,18388,968.0,1780.0
134,1975,319.619,22026,1061.0,2337.0
134,1976,322.01,27782,1118.0,3106.0
134,1977,324.648,34437,1003.0,3454.0
134,1978,327.466,28062,1063.0,2983.0
134,1979,330.471,27262,1227.0,3345.0
134,1980,333.587,34872,1248.0,4352.0
134,1981,336.617,39104,1239.0,4845.0
134,1982,339.668,43315,1804.0,7814.0
134,1983,342.886,39702,1949.0,7738.0
134,1984,346.086,36496,1370.0,5000.0
134,1985,349.118,37707,1326.0,5000.0
134,1986,352.091,38462,1300.0,5000.0
134,1987,355.169,36923,1300.0,4800.0
134,1988,358.439,36154,1300.0,4700.0
134,1989,361.894,37500,1300.0,4875.0
134,1990,365.392,38341,1278.0,4900.0
134,1991,368.67,36429,1400.0,5100.0
134,1992,371.88,34375,1600.0,5500.0
134,1993,375.241,29000,2000.0,5800.0
134,1994,378.563,27273,2200.0,6000.0
134,1995,381.849,26250,2400.0,6300.0
134,1996,385.269,38182,1100.0,4200.0
134,1997,388.839,41073,2200.0,9036.0
134,1998,392.483,39164,2298.0,9000.0
134,1999,395.983,39581,2246.0,8890.0
134,2000,399.212,40134,2381.0,9556.0
134,2001,402.151,40000,2400.0,9600.0
134,2002,404.699,50000,2000.0,10000.0
134,2003,406.919,40000,2400.0,9600.0
134,2004,408.798,41056,2424.0,9952.0
134,2005,410.208,41581,2461.0,10233.0
134,2006,411.197,40385,2600.0,10500.0
134,2007,412.081,42857,2800.0,12000.0
134,2008,413.401,48333,3000.0,14500.0
134,2009,415.5,49286,2800.0,13800.0
134,2010,418.755,48004,2716.0,13038.0
134,2011,423.571,47679,2615.0,12468.0
134,2012,429.907,47440,2566.0,12173.0
134,2013,437.525,47785,2483.0,11865.0
134,2014,446.441,48766,2367.0,11543.0
134,2015,456.579,49925,2003.0,10000.0
134,2016,467.705,49817,2127.0,10596.0
134,2017,479.497,50316,2467.0,12413.0
136,1961,861.663,2222,450.0,100.0
136,1962,885.938,2222,450.0,100.0
136,1963,911.29,2111,450.0,95.0
136,1964,937.83,2000,450.0,90.0
136,1965,965.621,2222,450.0,100.0
136,1966,994.697,6061,330.0,200.0
136,1967,1024.992,6053,380.0,230.0
136,1968,1056.393,6053,380.0,230.0
136,1969,1088.832,6316,380.0,240.0
136,1970,1122.198,6316,380.0,240.0
136,1971,1156.361,6452,310.0,200.0
136,1972,1191.376,5556,360.0,200.0
136,1973,1227.358,5000,300.0,150.0
136,1974,1264.352,5000,300.0,150.0
136,1975,1302.436,4839,310.0,150.0
136,1976,1341.604,5952,420.0,250.0
136,1977,1381.329,7500,400.0,300.0
136,1978,1421.786,5294,340.0,180.0
136,1979,1463.514,5000,400.0,200.0
136,1980,1506.694,5250,400.0,210.0
136,1981,1551.687,6667,450.0,300.0
136,1982,1598.332,6889,450.0,310.0
136,1983,1646.343,6957,460.0,320.0
136,1984,1695.675,10000,500.0,500.0
136,1985,1746.265,10000,500.0,500.0
136,1986,1798.009,10000,500.0,500.0
136,1987,1851.092,10196,510.0,520.0
136,1988,1905.847,10352,512.0,530.0
136,1989,1955.04,10547,512.0,540.0
136,1990,2006.027,10769,520.0,560.0
136,1991,2066.302,12000,500.0,600.0
136,1992,2147.527,12340,470.0,580.0
136,1993,2237.064,10000,400.0,400.0
136,1994,2315.191,12160,250.0,304.0
136,1995,2380.341,12906,265.0,342.0
136,1996,2428.816,13214,280.0,370.0
136,1997,2484.278,10000,400.0,400.0
136,1998,2550.501,14152,330.0,467.0
136,1999,2620.611,15078,321.0,484.0
136,2000,2695.003,15452,321.0,496.0
136,2001,2761.823,16013,301.0,482.0
136,2002,2821.703,16722,299.0,500.0
136,2003,2883.326,16667,360.0,600.0
136,2004,2946.575,24906,320.0,797.0
136,2005,3012.36,20000,250.0,500.0
136,2006,3081.229,21026,273.0,574.0
136,2007,3153.508,20000,1000.0,2000.0
136,2008,3233.336,20000,2000.0,4000.0
136,2009,3322.616,19780,1726.0,3414.0
136,2010,3419.461,20820,1159.0,2413.0
136,2011,3524.249,16018,1803.0,2888.0
136,2012,3636.113,21278,2863.0,6092.0
136,2013,3742.959,21172,3157.0,6684.0
136,2014,3843.174,20203,3494.0,7059.0
136,2015,3946.22,20143,3500.0,7050.0
136,2016,4051.89,21504,3590.0,7720.0
136,2017,4160.015,21307,3916.0,8344.0
136,2018,4270.712,21405,3858.0,8258.0
136,2019,4383.849,21079,4086.0,8613.0
136,2020,4498.604,21170,4224.0,8942.0
138,1961,37439.317,16758,836538.0,1401909.0
138,1962,38683.283,19462,747728.0,1455256.0
138,1963,39982.118,20788,819210.0,1702989.0
138,1964,41333.878,26922,818325.0,2203066.0
138,1965,42737.991,25055,858259.0,2150354.0
138,1966,44180.437,22542,730793.0,1647368.0
138,1967,45656.963,27267,778374.0,2122389.0
138,1968,47170.337,26317,790646.0,2080725.0
138,1969,48714.394,27649,841279.0,2326055.0
138,1970,50289.306,30202,886169.0,2676451.0
138,1971,51897.675,29810,614180.0,1830845.0
138,1972,53543.436,26345,686665.0,1809018.0
138,1973,55228.203,32646,640456.0,2090845.0
138,1974,56945.88,36022,774149.0,2788677.0
138,1975,58691.882,35956,778237.0,2798219.0
138,1976,60452.543,37615,894140.0,3363299.0
138,1977,62262.505,34644,708863.0,2455774.0
138,1978,64123.997,36663,759526.0,2784660.0
138,1979,65972.912,39138,584226.0,2286525.0
138,1980,67705.186,38476,723804.0,2784914.0
138,1981,69233.769,37141,859760.0,3193234.0
138,1982,70656.783,43563,1008056.0,4391421.0
138,1983,72080.31,40410,857043.0,3463296.0
138,1984,73489.654,43577,1033854.0,4505245.0
138,1985,74872.006,42843,1217082.0,5214315.0
138,1986,76224.365,39671,1202232.0,4769411.0
138,1987,77553.504,44686,988097.0,4415391.0
138,1988,78892.015,40154,912762.0,3665126.0
138,1989,80233.749,38235,1144176.0,4374739.0
138,1990,81720.428,42143,932763.0,3930934.0
138,1991,83351.595,41272,983892.0,4060738.0
138,1992,84993.164,39530,915882.0,3620503.0
138,1993,86648.447,40821,877598.0,3582450.0
138,1994,88314.424,43034,964572.0,4150920.0
138,1995,89969.572,37320,929331.0,3468220.0
138,1996,91586.555,41706,809240.0,3375008.0
138,1997,93183.094,47347,772303.0,3656594.0
138,1998,94767.284,42077,768844.0,3235080.0
138,1999,96334.81,46310,652312.0,3020889.0
138,2000,97873.442,49355,707768.0,3493210.0
138,2001,99394.288,47661,687248.0,3275460.0
138,2002,100917.081,50999,634559.0,3236183.0
138,2003,102429.341,44912,604700.0,2715800.0
138,2004,103945.813,44871,517300.0,2321200.0
138,2005,105442.402,47517,634548.0,3015177.0
138,2006,106886.79,52274,646231.0,3378116.0
138,2007,108302.973,50824,691679.0,3515392.0
138,2008,109684.489,50134,801735.0,4019400.0
138,2009,111049.428,49688,828408.0,4116161.0
138,2010,112532.401,54185,678550.0,3676707.0
138,2011,114150.481,54778,662221.0,3627511.0
138,2012,115755.909,56568,578836.0,3274337.0
138,2013,117290.686,52934,634241.0,3357307.0
138,2014,118755.887,51935,706611.0,3669814.0
138,2015,120149.897,45256,819928.0,3710706.0
138,2016,121519.221,53388,723559.0,3862914.0
138,2017,122839.258,52967,661450.0,3503521.0
138,2018,124013.861,54373,541345.0,2943445.0
138,2019,125085.311,55308,586543.0,3244062.0
138,2020,125998.302,53212,561282.0,2986689.0
141,1961,1011.502,3685,267000.0,98400.0
141,1962,1045.315,9013,320000.0,288400.0
141,1963,1075.888,8362,348000.0,291000.0
141,1964,1104.017,9416,356000.0,335200.0
141,1965,1134.072,8039,362000.0,291000.0
141,1966,1165.746,6618,343000.0,227000.0
141,1967,1198.197,8401,344000.0,289000.0
141,1968,1230.406,5434,346000.0,188000.0
141,1969,1261.887,3285,347000.0,114000.0
141,1970,1293.88,7190,348000.0,250200.0
141,1971,1327.781,9502,333000.0,316400.0
141,1972,1363.835,5404,314000.0,169700.0
141,1973,1402.309,11062,307000.0,339600.0
141,1974,1443.13,8203,305000.0,250200.0
141,1975,1485.691,11573,316000.0,365700.0
141,1976,1529.084,8642,324000.0,280000.0
141,1977,1572.516,9060,351000.0,318000.0
141,1978,1615.868,6723,415000.0,279000.0
141,1979,1657.448,5674,423000.0,240000.0
141,1980,1697.78,5632,408000.0,229800.0
141,1981,1739.221,7213,409700.0,295500.0
141,1982,1781.797,10211,431000.0,440100.0
141,1983,1825.773,14579,444200.0,647600.0
141,1984,1871.652,9992,460765.0,460400.0
141,1985,1919.744,14282,482070.0,688500.0
141,1986,1969.912,14203,467300.0,663700.0
141,1987,2021.502,11615,467777.0,543332.0
141,1988,2073.771,13709,490319.0,672187.0
141,1989,2120.825,13009,528000.0,686900.0
141,1990,2161.433,11187,532945.0,596200.0
141,1991,2200.077,10145,530490.0,538200.0
141,1992,2236.494,8611,526328.0,453200.0
141,1993,2270.311,9038,498100.0,450200.0
141,1994,2301.51,7495,429500.0,321900.0
141,1995,2330.334,7366,348500.0,256700.0
141,1996,2357.033,6628,324817.0,215282.0
141,1997,2381.771,7614,312168.0,237700.0
141,1998,2405.148,6371,301108.0,191836.0
141,1999,2428.488,6104,273105.0,166700.0
141,2000,2450.979,7768,178571.0,138722.0
141,2001,2472.601,7200,192640.0,138700.0
141,2002,2494.617,5898,208644.0,123064.0
141,2003,2516.454,7914,202638.0,160362.0
141,2004,2537.949,8072,168015.0,135622.0
141,2005,2559.255,4775,153754.0,73419.0
141,2006,2581.242,10830,117965.0,127757.0
141,2007,2605.643,9392,116651.0,109560.0
141,2008,2633.887,13987,150017.0,209830.0
141,2009,2666.713,15593,248908.0,388122.0
141,2010,2702.52,13805,250233.0,345458.0
141,2011,2743.938,14961,291350.0,435889.0
141,2012,2792.349,15650,297318.0,465294.0
141,2013,2845.153,13369,275554.0,368379.0
141,2014,2902.823,16980,291247.0,494540.0
141,2015,2964.749,5717,361219.0,206508.0
141,2016,3029.555,13154,355075.0,467053.0
141,2017,3096.03,8538,270989.0,231364.0
141,2018,3163.991,14164,307897.0,436115.0
141,2019,3232.43,12815,321040.0,411415.0
141,2020,3294.335,12351,328831.0,406129.0
273,2006,632.545,30903,808.0,2497.0
273,2007,631.923,24026,313.0,752.0
273,2008,631.466,35016,313.0,1096.0
273,2009,631.182,35981,321.0,1155.0
273,2010,631.044,34029,278.0,946.0
273,2011,631.788,32024,504.0,1614.0
273,2012,633.051,27984,516.0,1444.0
273,2013,633.946,34343,670.0,2301.0
273,2014,634.294,29215,739.0,2159.0
273,2015,633.966,28682,736.0,2111.0
273,2016,633.264,31513,747.0,2354.0
273,2017,632.438,32154,766.0,2463.0
273,2018,631.455,32081,769.0,2467.0
273,2019,630.396,28182,770.0,2170.0
273,2020,629.048,30655,763.0,2339.0
143,1961,12081.713,4528,1590000.0,720000.0
143,1962,12404.757,10274,1460000.0,1500000.0
143,1963,12726.686,8727,1650000.0,1440000.0
143,1964,13044.254,9412,1530000.0,1440000.0
143,1965,13381.88,9518,1660000.0,1580000.0
143,1966,13738.502,6101,1885000.0,1150000.0
143,1967,14109.755,7399,2036000.0,1506500.0
143,1968,14490.077,13214,1929800.0,2550000.0
143,1969,14876.982,7499,1959000.0,1469000.0
143,1970,15274.351,9516,1892000.0,1800500.0
143,1971,15677.3,10908,2006000.0,2188100.0
143,1972,16081.438,10813,1998400.0,2160770.0
143,1973,16489.452,7718,2039300.0,1574000.0
143,1974,16902.383,9666,1917000.0,1853000.0
143,1975,17325.325,9312,1691100.0,1574820.0
143,1976,17756.516,11391,1921600.0,2188940.0
143,1977,18206.472,6345,2029400.0,1287600.0
143,1978,18679.859,10701,1753600.0,1876450.0
143,1979,19167.661,10843,1656400.0,1796000.0
143,1980,19678.444,10562,1714700.0,1811000.0
143,1981,20208.26,5416,1647000.0,892000.0
143,1982,20746.765,12952,1685800.0,2183400.0
143,1983,21287.381,9971,1976000.0,1970200.0
143,1984,21817.271,10720,1855800.0,1989480.0
143,1985,22335.077,12450,1894000.0,2358000.0
143,1986,22824.446,17138,2222620.0,3809100.0
143,1987,23279.935,10608,2288200.0,2427360.0
143,1988,23720.59,17352,2316400.0,4019340.0
143,1989,24148.104,14934,2629500.0,3926960.0
143,1990,24570.814,13290,2719200.0,3613890.0
143,1991,24988.083,18699,2641300.0,4938920.0
143,1992,25400.676,7011,2228300.0,1562160.0
143,1993,25806.777,6808,2310400.0,1573020.0
143,1994,26201.551,18111,3049700.0,5523210.0
143,1995,26599.048,5543,1967900.0,1090710.0
143,1996,26999.093,18415,3212400.0,5915790.0
143,1997,27397.118,9292,2492900.0,2316490.0
143,1998,27791.825,14184,3087000.0,4378480.0
143,1999,28176.997,8004,2690600.0,2153540.0
143,2000,28554.415,4758,2901600.0,1380700.0
143,2001,28930.097,12280,2700600.0,3316380.0
143,2002,29301.817,12793,2625400.0,3358680.0
143,2003,29661.27,17220,2988900.0,5146840.0
143,2004,30033.125,18082,3063700.0,5539840.0
143,2005,30431.902,10261,2965800.0,3043080.0
143,2006,30833.022,20365,3106700.0,6326760.0
143,2007,31232.633,6154,2571900.0,1582630.0
143,2008,31634.992,13189,2858100.0,3769450.0
143,2009,32042.877,21398,2977600.0,6371430.0
143,2010,32464.865,17095,2852400.0,4876140.0
143,2011,32903.699,19488,3088000.0,6017821.0
143,2012,33352.169,12342,3142000.0,3878000.0
143,2013,33803.527,21640,3204231.0,6933983.0
143,2014,34248.603,17132,2986158.0,5115884.0
143,2015,34680.458,24664,3273869.0,8074659.0
143,2016,35107.264,11315,2413638.0,2731123.0
143,2017,35528.115,20953,3384225.0,7090817.0
143,2018,35927.511,25752,2842748.0,7320620.0
143,2019,36304.408,16063,2505987.0,4025303.0
143,2020,36688.772,9004,2845290.0,2561898.0
144,1961,6917.521,7652,11500.0,8800.0
144,1962,7060.376,7895,7600.0,6000.0
144,1963,7209.807,9524,14700.0,14000.0
144,1964,7363.639,7018,11400.0,8000.0
144,1965,7524.154,10000,10000.0,10000.0
144,1966,7689.643,11000,10000.0,11000.0
144,1967,7859.471,8624,10000.0,8624.0
144,1968,8035.529,9202,10000.0,9202.0
144,1969,8217.93,8667,6000.0,5200.0
144,1970,8411.676,9202,10000.0,9202.0
144,1971,8622.89,10462,13000.0,13600.0
144,1972,8860.585,10000,9000.0,9000.0
144,1973,9123.668,13333,6000.0,8000.0
144,1974,9404.221,10000,6000.0,6000.0
144,1975,9703.732,10000,3000.0,3000.0
144,1976,10019.21,6000,5000.0,3000.0
144,1977,10363.575,4000,5000.0,2000.0
144,1978,10741.128,6000,5000.0,3000.0
144,1979,11127.844,6308,4000.0,2523.0
144,1980,11413.587,10000,3000.0,3000.0
144,1981,11640.015,18182,5500.0,10000.0
144,1982,11901.827,16000,5000.0,8000.0
144,1983,12163.328,15000,4000.0,6000.0
144,1984,12426.223,15000,4000.0,6000.0
144,1985,12680.065,12500,4000.0,5000.0
144,1986,12909.797,12500,4000.0,5000.0
144,1987,12964.793,7500,4000.0,3000.0
144,1988,12956.772,12500,4000.0,5000.0
144,1989,13087.604,12500,4000.0,5000.0
144,1990,13303.459,18001,3812.0,6862.0
144,1991,13561.175,15000,2000.0,3000.0
144,1992,13816.881,11111,1800.0,2000.0
144,1993,14206.254,11613,1482.0,1721.0
144,1994,14912.873,11471,1292.0,1482.0
144,1995,15594.83,11403,1183.0,1349.0
144,1996,16079.553,11354,1137.0,1291.0
144,1997,16521.724,11328,941.0,1066.0
144,1998,16923.195,11339,1068.0,1211.0
144,1999,17337.893,11368,1257.0,1429.0
144,2000,17768.505,10000,1500.0,1500.0
144,2001,18220.716,10000,2000.0,2000.0
144,2002,18694.946,10385,2600.0,2700.0
144,2003,19186.754,11875,3200.0,3800.0
144,2004,19694.411,10870,4600.0,5000.0
144,2005,20211.114,11071,5600.0,6200.0
144,2006,20735.982,12353,6800.0,8400.0
144,2007,21280.513,11765,8500.0,10000.0
144,2008,21845.571,12500,10000.0,12500.0
144,2009,22436.66,12500,12000.0,15000.0
144,2010,23073.723,13367,13369.0,17870.0
144,2011,23760.421,17042,11941.0,20350.0
144,2012,24487.611,9958,17727.0,17653.0
144,2013,25251.731,10951,18081.0,19800.0
144,2014,26038.704,10900,19000.0,20710.0
144,2015,26843.246,10787,18800.0,20280.0
144,2016,27696.493,10938,15623.0,17088.0
144,2017,28569.441,11032,15500.0,17100.0
144,2018,29423.878,11452,14845.0,17000.0
144,2019,30285.595,11507,15642.0,18000.0
144,2020,31178.239,11508,13034.0,15000.0
28,1961,22203.109,3078,24156.0,7436.0
28,1962,22699.703,4124,35917.0,14811.0
28,1963,23210.687,5582,58110.0,32435.0
28,1964,23737.818,6762,80107.0,54168.0
28,1965,24286.878,6445,111356.0,71773.0
28,1966,24854.704,6344,151770.0,96277.0
28,1967,25440.029,4979,134148.0,66790.0
28,1968,26044.111,5763,88753.0,51149.0
28,1969,26659.479,4684,55177.0,25846.0
28,1970,27284.112,5550,60216.0,33420.0
28,1971,27914.953,6243,64233.0,40099.0
28,1972,28551.949,5499,48925.0,26904.0
28,1973,29165.356,5479,48721.0,26695.0
28,1974,29751.936,4555,54126.0,24654.0
28,1975,30344.276,7452,85309.0,63570.0
28,1976,30941.375,6526,86669.0,56556.0
28,1977,31554.598,8783,86979.0,76393.0
28,1978,32185.601,10256,91354.0,93692.0
28,1979,32821.779,5037,82662.0,41640.0
28,1980,33465.781,11064,82114.0,90852.0
28,1981,34110.098,11100,105196.0,116763.0
28,1982,34742.586,13341,92884.0,123913.0
28,1983,35424.262,12630,102966.0,130041.0
28,1984,36159.838,15942,133961.0,213557.0
28,1985,36881.02,17431,118334.0,206272.0
28,1986,37572.34,17130,110880.0,189934.0
28,1987,38233.171,17300,110843.0,191755.0
28,1988,38868.27,13097,119770.0,156866.0
28,1989,39489.419,10737,121204.0,130138.0
28,1990,40099.553,9544,130103.0,124167.0
28,1991,40680.533,9579,147306.0,141100.0
28,1992,41237.813,9389,145282.0,136400.0
28,1993,41788.302,9334,114526.0,106900.0
28,1994,42337.109,8209,106837.0,87700.0
28,1995,42880.186,8424,91054.0,76700.0
28,1996,43423.369,9463,90245.0,85400.0
28,1997,43972.046,10328,87817.0,90700.0
28,1998,44516.185,9592,95911.0,92000.0
28,1999,45041.636,10959,105214.0,115300.0
28,2000,45538.332,11494,80128.0,92100.0
28,2001,46014.826,11902,79315.0,94400.0
28,2002,46480.23,12679,83365.0,105700.0
28,2003,46924.293,12871,95101.0,122400.0
28,2004,47338.446,13935,107646.0,150000.0
28,2005,47724.471,13934,112098.0,156200.0
28,2006,48088.274,15262,91864.0,140200.0
28,2007,48445.647,15792,98339.0,155300.0
28,2008,48729.486,17117,99553.0,170400.0
28,2009,49015.836,17297,103600.0,179200.0
28,2010,49390.988,17819,101576.0,181000.0
28,2011,49794.522,17779,95506.0,169800.0
28,2012,50218.185,17840,99553.0,177600.0
28,2013,50648.334,18078,101172.0,182900.0
28,2014,51072.436,18472,98743.0,182400.0
28,2015,51483.949,18616,96315.0,179300.0
28,2016,51892.349,11859,86548.0,102636.0
28,2017,52288.341,18832,65448.0,123252.0
28,2018,52666.014,18727,61940.0,115996.0
28,2019,53040.212,18799,58866.0,110663.0
28,2020,53423.198,18772,59246.0,111215.0
147,1961,601.424,9867,600.0,592.0
147,1962,613.808,12050,400.0,482.0
147,1963,627.358,13333,450.0,600.0
147,1964,642.054,13333,450.0,600.0
147,1965,657.887,15556,450.0,700.0
147,1966,674.818,15000,400.0,600.0
147,1967,693.063,15000,400.0,600.0
147,1968,712.427,15000,400.0,600.0
147,1969,732.881,17500,400.0,700.0
147,1970,754.467,17500,400.0,700.0
147,1971,776.995,17500,400.0,700.0
147,1972,800.61,17500,400.0,700.0
147,1973,824.918,17500,400.0,700.0
147,1974,850.091,20000,400.0,800.0
147,1975,876.572,20000,400.0,800.0
147,1976,901.84,20000,400.0,800.0
147,1977,926.109,20000,400.0,800.0
147,1978,942.023,20000,400.0,800.0
147,1979,957.334,25000,400.0,1000.0
147,1980,975.994,25000,600.0,1500.0
147,1981,987.394,28571,700.0,2000.0
147,1982,1005.52,31250,800.0,2500.0
147,1983,1033.085,30000,1000.0,3000.0
147,1984,1061.995,29167,1200.0,3500.0
147,1985,1093.311,26667,1500.0,4000.0
147,1986,1127.989,29610,2000.0,5922.0
147,1987,1165.43,27556,1800.0,4960.0
147,1988,1207.949,26337,1750.0,4609.0
147,1989,1288.07,48667,900.0,4380.0
147,1990,1369.011,44250,1000.0,4425.0
147,1991,1415.617,59000,1000.0,5900.0
147,1992,1461.687,51933,600.0,3116.0
147,1993,1509.834,43846,1300.0,5700.0
147,1994,1558.449,52500,1200.0,6300.0
147,1995,1605.37,55172,1160.0,6400.0
147,1996,1650.066,43846,1300.0,5700.0
147,1997,1693.242,46361,1234.0,5721.0
147,1998,1735.953,49336,1069.0,5274.0
147,1999,1778.277,36440,1000.0,3644.0
147,2000,1819.141,50951,673.0,3429.0
147,2001,1856.402,60464,1012.0,6119.0
147,2002,1888.525,63724,1646.0,10489.0
147,2003,1915.425,62509,1646.0,10289.0
147,2004,1939.406,41622,1985.0,8262.0
147,2005,1962.865,45255,2434.0,11015.0
147,2006,1986.558,59308,2168.0,12858.0
147,2007,2011.492,51342,2369.0,12163.0
147,2008,2038.552,61420,2374.0,14581.0
147,2009,2067.919,67214,1852.0,12448.0
147,2010,2099.271,60951,2198.0,13397.0
147,2011,2132.34,61209,2663.0,16300.0
147,2012,2167.47,61702,2350.0,14500.0
147,2013,2204.51,62163,2413.0,15000.0
147,2014,2243.001,66667,1500.0,10000.0
147,2015,2282.704,56409,1799.0,10148.0
147,2016,2323.352,47289,2077.0,9822.0
147,2017,2364.534,53037,1149.0,6094.0
147,2018,2405.68,53037,1149.0,6094.0
147,2019,2446.644,30500,2000.0,6100.0
147,2020,2489.098,60000,2000.0,12000.0
