Area Code (FAO),Year,population,yield,harvested,Value
167,2004,10260.999,58419,863161.0,5042523.0
167,2005,10280.113,50522,820439.0,4145039.0
167,2006,10304.815,44865,781520.0,3506252.0
167,2007,10337.829,48570,810987.0,3938924.0
167,2008,10378.583,57726,802325.0,4631502.0
167,2009,10421.51,52425,831300.0,4358073.0
167,2010,10464.749,49924,833577.0,4161553.0
167,2011,10496.379,56921,863132.0,4913048.0
167,2012,10511.065,43156,815381.0,3518896.0
167,2013,10514.552,56676,829393.0,4700696.0
167,2014,10517.182,65104,835941.0,5442349.0
167,2015,10523.798,63559,829820.0,5274272.0
167,2016,10527.591,64959,839710.0,5454663.0
167,2017,10531.305,56705,832062.0,4718205.0
167,2018,10534.593,53896,819690.0,4417840.0
167,2019,10536.871,57325,839450.0,4812160.0
167,2020,10530.953,61389,798580.0,4902410.0
51,1961,13755.482,25997,641004.0,1666390.0
51,1962,13829.476,24549,669592.0,1643800.0
51,1963,13901.586,24634,716741.0,1765620.0
51,1964,13987.092,22181,824537.0,1828890.0
51,1965,14066.241,24211,822713.0,1991870.0
51,1966,14132.157,25293,888540.0,2247400.0
51,1967,14188.219,27130,927297.0,2515790.0
51,1968,14234.035,31610,997524.0,3153160.0
51,1969,14274.779,30984,1051072.0,3256650.0
51,1970,14318.611,29456,1077512.0,3173936.0
51,1971,14374.051,35263,1099756.0,3878116.0
51,1972,14448.439,33685,1192462.0,4016814.0
51,1973,14541.58,37769,1230071.0,4645797.0
51,1974,14649.335,39942,1266604.0,5059080.0
51,1975,14762.774,35735,1176024.0,4202464.0
51,1976,14874.386,37672,1275988.0,4806956.0
51,1977,14979.951,40706,1280803.0,5213632.0
51,1978,15079.239,44097,1270062.0,5600588.0
51,1979,15172.17,34228,1091551.0,3736134.0
51,1980,15243.943,45311,1188671.0,5386000.0
51,1981,15295.552,39918,1083429.0,4324783.0
51,1982,15341.836,43122,1068210.0,4606334.0
51,1983,15380.6,48926,1189538.0,5819981.0
51,1984,15414.756,51362,1201346.0,6170309.0
51,1985,15448.897,49816,1209059.0,6023006.0
51,1986,15478.091,44031,1204825.0,5305006.0
51,1987,15503.256,50784,1211845.0,6154228.0
51,1988,15529.06,52826,1239357.0,6547075.0
51,1989,15549.614,51315,1238640.0,6356066.0
51,1990,15562.497,54212,1237161.0,6706872.0
51,1991,15583.588,51526,1204325.0,6205388.0
51,1992,15612.848,45957,1111979.0,5110300.0
116,1961,11916.515,5060,168000.0,85000.0
116,1962,12180.505,5273,165000.0,87000.0
116,1963,12475.236,5697,165000.0,94000.0
116,1964,12787.523,6012,163000.0,98000.0
116,1965,13105.946,5399,163000.0,88000.0
116,1966,13444.048,6000,160000.0,96000.0
116,1967,13821.409,5688,160000.0,91000.0
116,1968,14216.305,5613,155000.0,87000.0
116,1969,14605.481,5867,150000.0,88000.0
116,1970,14996.879,6069,145000.0,88000.0
116,1971,15381.626,6741,135000.0,91000.0
116,1972,15768.363,6960,125000.0,87000.0
116,1973,16128.122,8522,115000.0,98000.0
116,1974,16437.002,9714,105000.0,102000.0
116,1975,16723.252,11158,95000.0,106000.0
116,1976,16987.17,12000,90000.0,108000.0
116,1977,17231.389,13529,85000.0,115000.0
116,1978,17472.094,13059,85000.0,111000.0
116,1979,17719.172,13529,85000.0,115000.0
116,1980,17973.65,11647,85000.0,99000.0
116,1981,18235.202,13412,85000.0,114000.0
116,1982,18502.087,14235,85000.0,121000.0
116,1983,18771.363,14588,85000.0,124000.0
116,1984,19045.154,15529,85000.0,132000.0
116,1985,19325.487,14941,85000.0,127000.0
116,1986,19613.038,15889,90000.0,143000.0
116,1987,19903.893,14778,90000.0,133000.0
116,1988,20197.464,14222,90000.0,128000.0
116,1989,20494.965,16125,80000.0,129000.0
116,1990,20799.523,12889,90000.0,116000.0
116,1991,21115.534,13116,102928.0,135000.0
116,1992,21439.991,13452,91436.0,123000.0
116,1993,21773.017,13986,87942.0,123000.0
116,1994,22105.225,14505,86179.0,125000.0
116,1995,22385.536,14849,84183.0,125000.0
116,1996,22614.347,13333,75000.0,100000.0
116,1997,22827.373,13333,75000.0,100000.0
116,1998,23023.636,23571,70000.0,165000.0
116,1999,23204.498,20208,48000.0,97000.0
116,2000,23367.059,8475,59000.0,50000.0
116,2001,23512.522,21628,57270.0,123866.0
116,2002,23638.411,23016,63000.0,145000.0
116,2003,23781.707,23333,69000.0,161000.0
116,2004,23948.93,25000,70000.0,175000.0
116,2005,24100.982,25065,77000.0,193000.0
116,2006,24235.761,24875,80000.0,199000.0
116,2007,24356.506,24375,80000.0,195000.0
116,2008,24469.047,23973,73000.0,175000.0
116,2009,24581.509,22624,74700.0,169000.0
116,2010,24686.435,21918,73000.0,160000.0
116,2011,24783.789,20159,63000.0,127000.0
116,2012,24887.77,14800,50000.0,74000.0
116,2013,25001.819,15000,50000.0,75000.0
116,2014,25126.131,15000,30000.0,45000.0
116,2015,25258.015,13750,40000.0,55000.0
116,2016,25389.611,12381,31500.0,39000.0
116,2017,25516.321,12038,36385.0,43800.0
116,2018,25638.149,12506,40700.0,50900.0
116,2019,25755.441,11857,73798.0,87500.0
116,2020,25867.467,12294,72395.0,89000.0
250,1961,15673.284,7090,3000.0,2127.0
250,1962,16086.084,9900,3000.0,2970.0
250,1963,16517.995,9640,3000.0,2892.0
250,1964,16965.855,10280,3000.0,3084.0
250,1965,17438.254,10000,3000.0,3000.0
250,1966,17941.738,11000,3000.0,3300.0
250,1967,18472.105,9341,4235.0,3956.0
250,1968,19022.799,10000,2806.0,2806.0
250,1969,19583.123,11400,3000.0,3420.0
250,1970,20151.733,5300,6143.0,3256.0
250,1971,20712.952,4919,4066.0,2000.0
250,1972,21273.409,4340,3813.0,1655.0
250,1973,21853.906,4961,2669.0,1324.0
250,1974,22448.415,6296,5400.0,3400.0
250,1975,23052.715,6481,5400.0,3500.0
250,1976,23655.016,6667,5400.0,3600.0
250,1977,24256.464,6364,5500.0,3500.0
250,1978,25015.244,6667,5400.0,3600.0
250,1979,25902.76,5918,4900.0,2900.0
250,1980,26708.686,6078,5100.0,3100.0
250,1981,27457.783,5962,5200.0,3100.0
250,1982,28219.219,5926,5400.0,3200.0
250,1983,29005.175,6071,5600.0,3400.0
250,1984,29879.852,5965,5700.0,3400.0
250,1985,30800.051,5862,5800.0,3400.0
250,1986,31725.132,11634,7100.0,8260.0
250,1987,32712.574,9300,7000.0,6510.0
250,1988,33750.052,9153,7200.0,6590.0
250,1989,34825.891,9264,7200.0,6670.0
250,1990,35987.541,9259,7290.0,6750.0
250,1991,37194.812,9255,7380.0,6830.0
250,1992,38332.302,12356,7470.0,9230.0
250,1993,39580.844,12803,7600.0,9730.0
250,1994,41511.985,12813,8000.0,10250.0
250,1995,43285.791,12929,8367.0,10818.0
250,1996,44118.709,12901,7949.0,10255.0
250,1997,44822.198,12894,8021.0,10342.0
250,1998,45895.524,12904,8093.0,10443.0
250,1999,47227.238,12850,7704.0,9900.0
250,2000,48616.317,12849,7304.0,9385.0
250,2001,50106.657,12850,6924.0,8897.0
250,2002,51662.071,12872,6557.0,8440.0
250,2003,53205.639,12129,7000.0,8490.0
250,2004,54815.607,12842,6650.0,8540.0
250,2005,56550.247,12850,6685.0,8590.0
250,2006,58381.63,12849,6724.0,8640.0
250,2007,60289.422,12849,6763.0,8690.0
250,2008,62249.724,12849,6802.0,8740.0
250,2009,64270.232,12851,6840.0,8790.0
250,2010,66391.257,12854,6878.0,8841.0
250,2011,68654.269,12986,6808.0,8841.0
250,2012,70997.87,13115,7085.0,9292.0
250,2013,73460.021,13043,7362.0,9602.0
250,2014,76035.588,13036,7671.0,10000.0
250,2015,78656.904,13091,7257.0,9500.0
250,2016,81430.977,12881,8540.0,11000.0
250,2017,84283.273,12690,7880.0,10000.0
250,2018,87087.355,12534,9175.0,11500.0
250,2019,89906.89,12365,8085.0,9997.0
250,2020,92853.164,11250,8000.0,9000.0
54,1961,4613.434,41205,105341.0,434057.0
54,1962,4645.994,41830,153953.0,643992.0
54,1963,4680.812,36698,134630.0,494060.0
54,1964,4718.016,42257,128133.0,541454.0
54,1965,4756.337,44573,126482.0,563769.0
54,1966,4796.403,42752,93674.0,400474.0
54,1967,4834.73,46525,90342.0,420312.0
54,1968,4867.734,48137,96568.0,464851.0
54,1969,4896.157,43615,98236.0,428455.0
54,1970,4922.963,44859,114245.0,512491.0
54,1971,4951.486,48538,120567.0,585206.0
54,1972,4981.078,43939,134781.0,592215.0
54,1973,5008.581,44129,122877.0,542247.0
54,1974,5033.573,53502,110571.0,591572.0
54,1975,5058.203,51017,101806.0,519381.0
54,1976,5078.773,46837,126516.0,592557.0
54,1977,5094.599,52207,116008.0,605645.0
54,1978,5108.93,52705,121891.0,642428.0
54,1979,5119.418,51616,114284.0,589886.0
54,1980,5125.392,46842,139271.0,652372.0
54,1981,5126.981,55580,150192.0,834765.0
54,1982,5126.398,66730,180874.0,1206971.0
54,1983,5124.332,64004,241834.0,1547845.0
54,1984,5121.314,73230,334000.0,2445877.0
54,1985,5119.452,58256,338537.0,1972165.0
54,1986,5119.369,61684,352965.0,2177228.0
54,1987,5121.51,57474,397525.0,2284719.0
54,1988,5126.107,67521,308118.0,2080441.0
54,1989,5133.93,72534,444503.0,3224153.0
54,1990,5144.623,74180,532949.0,3953412.0
54,1991,5158.325,70749,518715.0,3669852.0
54,1992,5175.469,61510,582504.0,3583011.0
54,1993,5193.775,69791,621000.0,4334000.0
54,1994,5213.8,64948,573568.0,3725194.0
54,1995,5235.197,75633,608000.0,4598500.0
54,1996,5256.007,69864,681000.0,4757742.0
54,1997,5277.382,72057,689000.0,4964703.0
54,1998,5298.992,72476,680000.0,4928375.0
54,1999,5319.854,70074,638000.0,4470745.0
54,2000,5340.655,74797,627486.0,4693422.0
54,2001,5360.748,73559,634040.0,4663938.0
54,2002,5378.697,70345,576625.0,4056240.0
54,2003,5396.355,70768,664341.0,4701382.0
54,2004,5415.586,71406,666400.0,4758500.0
54,2005,5436.313,72328,675700.0,4887200.0
54,2006,5457.864,69964,686300.0,4801600.0
54,2007,5479.722,65610,688800.0,4519200.0
54,2008,5502.751,78638,638200.0,5018700.0
54,2009,5526.452,80373,739100.0,5940400.0
54,2010,5550.849,66264,763600.0,5059900.0
54,2011,5576.016,64672,747000.0,4831000.0
54,2012,5600.959,73687,614100.0,4525100.0
54,2013,5625.385,72992,567900.0,4145200.0
54,2014,5650.653,77833,662100.0,5153300.0
54,2015,5677.796,79527,632400.0,5029300.0
54,2016,5706.857,72067,583000.0,4201500.0
54,2017,5737.284,82409,586600.0,4834100.0
54,2018,5766.686,61624,425800.0,2623930.0
54,2019,5795.878,80957,573400.0,4642090.0
54,2020,5825.641,80987,502600.0,4070410.0
58,1961,4751.507,9924,78770.0,78170.0
58,1962,4890.425,7897,85225.0,67300.0
58,1963,5034.334,7901,66578.0,52600.0
58,1964,5183.283,6681,70643.0,47200.0
58,1965,5337.351,8897,68900.0,61300.0
58,1966,5495.761,9650,65004.0,62727.0
58,1967,5658.446,9869,79585.0,78543.0
58,1968,5825.663,10442,79399.0,82910.0
58,1969,5997.037,9388,100231.0,94099.0
58,1970,6172.215,10626,76230.0,81000.0
58,1971,6350.944,9017,75960.0,68493.0
58,1972,6533.63,9034,56054.0,50640.0
58,1973,6720.443,9717,46504.0,45189.0
58,1974,6911.123,9774,56261.0,54989.0
58,1975,7105.786,9205,70233.0,64647.0
58,1976,7304.349,8500,76471.0,65000.0
58,1977,7506.665,9731,40900.0,39800.0
58,1978,7712.718,10754,26878.0,28904.0
58,1979,7922.49,10290,30366.0,31248.0
58,1980,8135.845,9693,32100.0,31113.0
58,1981,8352.602,11141,37187.0,41431.0
58,1982,8572.607,11658,33058.0,38538.0
58,1983,8795.873,10450,25754.0,26914.0
58,1984,9022.979,10275,24499.0,25172.0
58,1985,9254.311,10192,18116.0,18464.0
58,1986,9490.096,8031,41100.0,33006.0
58,1987,9729.376,7961,39400.0,31368.0
58,1988,9969.788,8671,39440.0,34198.0
58,1989,10210.185,6665,38460.0,25634.0
58,1990,10449.837,7967,37540.0,29907.0
58,1991,10686.279,5696,29950.0,17059.0
58,1992,10914.222,5911,40600.0,23997.0
58,1993,11132.829,6711,38040.0,25528.0
58,1994,11347.652,6162,32190.0,19836.0
58,1995,11561.683,6951,28430.0,19763.0
58,1996,11775.221,6176,33080.0,20431.0
58,1997,11987.838,5976,32300.0,19302.0
58,1998,12199.693,6484,30519.0,19787.0
58,1999,12412.046,7001,27154.0,19011.0
58,2000,12626.507,6208,20873.0,12958.0
58,2001,12845.521,6100,22346.0,13631.0
58,2002,13070.609,5696,15529.0,8845.0
58,2003,13301.184,7980,13849.0,11052.0
58,2004,13534.593,8053,12684.0,10214.0
58,2005,13770.012,7220,11674.0,8429.0
58,2006,14009.061,7774,9747.0,7577.0
58,2007,14251.835,8186,11291.0,9243.0
58,2008,14496.797,7466,10908.0,8144.0
58,2009,14742.766,8617,13130.0,11314.0
58,2010,14989.585,8912,8533.0,7605.0
58,2011,15237.728,9249,6420.0,5938.0
58,2012,15483.883,7995,9318.0,7450.0
58,2013,15722.989,7064,8147.0,5755.0
58,2014,15957.994,11204,6082.0,6814.0
58,2015,16195.902,7166,2865.0,2053.0
58,2016,16439.585,15252,4423.0,6746.0
58,2017,16696.944,12924,4490.0,5803.0
58,2018,17015.672,17142,3149.0,5398.0
58,2019,17343.74,16444,3085.0,5073.0
58,2020,17588.595,21868,6698.0,14647.0
59,1961,27747.867,24697,581409.0,1435926.0
59,1962,28485.022,26064,611226.0,1593098.0
59,1963,29245.936,26425,565000.0,1493000.0
59,1964,30026.648,27551,544393.0,1499881.0
59,1965,30818.469,26445,481000.0,1272000.0
59,1966,31613.132,27030,542000.0,1465000.0
59,1967,32408.414,24509,530000.0,1299000.0
59,1968,33204.629,25349,602000.0,1526000.0
59,1969,33995.955,24049,531000.0,1277000.0
59,1970,34781.986,27561,551145.0,1519000.0
59,1971,35555.969,30406,569628.0,1732000.0
59,1972,36330.768,30912,523420.0,1618000.0
59,1973,37120.776,36926,524867.0,1938112.0
59,1974,37930.374,32686,577000.0,1886000.0
59,1975,38775.584,34722,585592.0,2033265.0
59,1976,39649.05,33447,586000.0,1960000.0
59,1977,40577.356,33320,509304.0,1697000.0
59,1978,41576.636,33344,579710.0,1933000.0
59,1979,42632.458,31606,587231.0,1856000.0
59,1980,43748.556,31175,556995.0,1736440.0
59,1981,44899.573,32974,587830.0,1938327.0
59,1982,46088.647,34962,576917.0,2016992.0
59,1983,47353.665,35996,554500.0,1996000.0
59,1984,48676.443,36668,495034.0,1815176.0
59,1985,50035.843,37590,498000.0,1872000.0
59,1986,51424.313,38028,507000.0,1928000.0
59,1987,52841.319,47158,577000.0,2721000.0
59,1988,54298.446,47510,597350.0,2838000.0
59,1989,55765.843,49416,643921.0,3182000.0
59,1990,57214.63,51967,821301.0,4268049.0
59,1991,58611.032,48163,930702.0,4482523.0
59,1992,59989.142,52546,878846.0,4617997.0
59,1993,61382.2,52970,912324.0,4832598.0
59,1994,62775.847,50026,886950.0,4437055.0
59,1995,64166.908,54221,1055384.0,5722441.0
59,1996,65565.195,56384,1017192.0,5735367.0
59,1997,66993.728,55994,1044593.0,5849134.0
59,1998,68446.011,59896,1017282.0,6093151.0
59,1999,69907.887,63467,999998.0,6346642.0
59,2000,71371.371,63422,1034985.0,6564053.0
59,2001,72854.261,63580,983741.0,6254583.0
59,2002,74393.759,64345,1029592.0,6624868.0
59,2003,75963.322,65001,1053016.0,6844692.0
59,2004,77522.427,65567,1094741.0,7177855.0
59,2005,79075.31,64929,1253820.0,8140960.0
59,2006,80629.67,64303,1286750.0,8274230.0
59,2007,82218.755,64673,1140979.0,7379000.0
59,2008,83844.783,65031,1226651.0,7977051.0
59,2009,85501.064,63829,1335295.0,8522995.0
59,2010,87252.413,55741,1287627.0,7177399.0
59,2011,89200.054,65428,1284946.0,8407126.0
59,2012,91240.376,65823,1336234.0,8795483.0
59,2013,93377.89,66682,1418708.0,9460200.0
59,2014,95592.324,61752,1425060.0,8800000.0
59,2015,97723.799,65919,1457506.0,9607736.0
59,2016,99784.03,66311,1408887.0,9342538.0
59,2017,101789.386,68597,1227611.0,8421071.0
59,2018,103740.765,62942,1326401.0,8348629.0
59,2019,105618.671,65003,1316678.0,8558807.0
59,2020,107465.134,65682,1370235.0,9000000.0
178,1993,1981.419,2038,26500.0,5400.0
178,1994,2042.5,7449,18150.0,13520.0
178,1995,2157.22,5124,18744.0,9605.0
178,1996,2264.073,3665,21438.0,7857.0
178,1997,2291.561,3434,28061.0,9635.0
178,1998,2322.753,9552,33434.0,31937.0
178,1999,2356.477,7700,35739.0,27518.0
178,2000,2392.88,5943,23182.0,13776.0
178,2001,2461.927,11658,31300.0,36490.0
178,2002,2547.424,1706,25592.0,4365.0
178,2003,2653.39,1987,23928.0,4755.0
178,2004,2763.14,2980,30373.0,9052.0
178,2005,2831.732,11565,18642.0,21559.0
178,2006,2880.093,11604,18588.0,21570.0
178,2007,2926.168,8395,32488.0,27274.0
178,2008,3005.779,3307,16300.0,5391.0
178,2009,3083.888,10706,24417.0,26142.0
178,2010,3147.727,11786,28000.0,33000.0
178,2011,3207.57,11154,26000.0,29000.0
178,2012,3252.596,12692,26000.0,33000.0
178,2013,3296.367,12000,25000.0,30000.0
178,2014,3323.425,12000,25000.0,30000.0
178,2015,3340.006,10000,25000.0,25000.0
178,2016,3365.287,10000,25000.0,25000.0
178,2017,3396.933,10000,25000.0,25000.0
178,2018,3445.374,10000,25000.0,25000.0
178,2019,3498.818,10000,25000.0,25000.0
178,2020,3555.868,10000,25000.0,25000.0
63,1992,1540.381,20562,43479.0,89400.0
63,1993,1504.436,20994,50300.0,105600.0
63,1994,1475.727,16686,34215.0,57091.0
63,1995,1452.775,19974,38601.0,77101.0
63,1996,1434.67,22046,45927.0,101249.0
63,1997,1421.49,21850,50887.0,111186.0
63,1998,1411.147,17666,66800.0,118011.0
63,1999,1403.498,13377,66100.0,88424.0
63,2000,1396.877,21285,68969.0,146800.0
63,2001,1387.995,22302,59638.0,133003.0
63,2002,1379.24,23025,64459.0,148420.0
63,2003,1370.66,21574,67156.0,144885.0
63,2004,1362.48,25083,78393.0,196634.0
63,2005,1354.662,30818,85473.0,263408.0
63,2006,1346.709,24173,90842.0,219590.0
63,2007,1340.574,34746,99500.0,345726.0
63,2008,1337.011,31831,107600.0,342500.0
63,2009,1334.552,30146,113619.0,342520.0
63,2010,1331.535,27440,119389.0,327600.0
63,2011,1327.429,28065,128417.0,360400.0
63,2012,1322.682,38994,124300.0,484700.0
63,2013,1317.982,32754,124200.0,406800.0
63,2014,1314.526,39864,154400.0,615500.0
63,2015,1314.657,47885,169700.0,812600.0
63,2016,1315.926,27685,164544.0,455543.0
63,2017,1317.549,42018,169753.0,713263.0
63,2018,1322.148,29129,154580.0,450270.0
63,2019,1327.039,50699,166980.0,846580.0
63,2020,1329.444,50019,168040.0,840520.0
209,1970,442.865,27895,38.0,106.0
209,1971,454.913,45345,174.0,789.0
209,1972,467.512,30833,372.0,1147.0
209,1973,480.668,29384,487.0,1431.0
209,1974,494.624,29378,386.0,1134.0
209,1975,509.535,14684,301.0,442.0
209,1976,525.457,20421,95.0,194.0
209,1977,542.328,32500,400.0,1300.0
209,1978,560.236,32500,400.0,1300.0
209,1979,579.091,32500,400.0,1300.0
209,1980,598.564,32500,400.0,1300.0
209,1981,616.21,32500,400.0,1300.0
209,1982,634.439,32500,400.0,1300.0
209,1983,655.505,32500,400.0,1300.0
209,1984,677.303,32500,400.0,1300.0
209,1985,702.4,32500,400.0,1300.0
209,1986,730.15,32500,400.0,1300.0
209,1987,758.669,32500,400.0,1300.0
209,1988,794.434,32500,400.0,1300.0
209,1989,825.952,32500,400.0,1300.0
209,1990,854.011,39641,362.0,1435.0
209,1991,889.712,20000,200.0,400.0
209,1992,925.165,16760,179.0,300.0
209,1993,953.451,16049,243.0,390.0
209,1994,953.737,14286,350.0,500.0
209,1995,953.573,15000,300.0,450.0
209,1996,973.587,15000,200.0,300.0
209,1997,990.734,15602,216.0,337.0
209,1998,1005.158,15909,220.0,350.0
209,1999,1018.37,15000,200.0,300.0
209,2000,1030.496,15000,200.0,300.0
209,2001,1041.396,15415,205.0,316.0
209,2002,1050.809,15362,207.0,318.0
209,2003,1058.797,15395,215.0,331.0
209,2004,1065.764,15438,217.0,335.0
209,2005,1071.886,15485,206.0,319.0
209,2006,1077.735,15509,216.0,335.0
209,2007,1084.008,14773,220.0,325.0
209,2008,1089.87,15685,248.0,389.0
209,2009,1094.886,15000,280.0,420.0
209,2010,1099.92,15000,300.0,450.0
209,2011,1105.371,16848,330.0,556.0
209,2012,1111.444,20000,350.0,700.0
209,2013,1118.319,20000,360.0,720.0
209,2014,1125.865,19399,366.0,710.0
209,2015,1133.936,17526,392.0,687.0
209,2016,1142.524,18311,373.0,683.0
209,2017,1151.39,18780,377.0,708.0
209,2018,1160.428,19134,381.0,729.0
209,2019,1169.613,18753,377.0,707.0
209,2020,1180.655,18915,378.0,715.0
238,1993,53791.672,15487,578230.0,895520.0
238,1994,55620.211,10749,746810.0,802747.0
238,1995,57476.536,13106,826840.0,1083680.0
238,1996,59347.649,12114,959450.0,1162310.0
238,1997,61233.48,12917,846000.0,1092820.0
238,1998,63136.493,13738,831770.0,1142710.0
238,1999,65077.579,11150,1031140.0,1149670.0
238,2000,67031.867,11631,1062010.0,1235270.0
238,2001,69018.932,13259,1203720.0,1596020.0
238,2002,71073.215,14354,1006271.0,1444434.0
238,2003,73168.838,13874,1166237.0,1618093.0
238,2004,75301.026,14691,1098907.0,1614441.0
238,2005,77469.94,15567,1398215.0,2176603.0
238,2006,79691.05,15204,1459540.0,2219075.0
238,2007,81996.185,16711,1473917.0,2463064.0
238,2008,84357.105,16245,1424719.0,2314489.0
238,2009,86755.585,18269,1683565.0,3075644.0
238,2010,89237.791,18385,1553240.0,2855682.0
238,2011,91817.929,20288,1437485.0,2916334.0
238,2012,94451.28,21102,1627647.0,3434706.0
238,2013,97084.366,24446,1605654.0,3925174.0
238,2014,99746.766,25433,1663845.0,4231589.0
238,2015,102471.895,27941,1664565.0,4650934.0
238,2016,105293.228,26755,1696083.0,4537852.0
238,2017,108197.95,27361,1696907.0,4642966.0
238,2018,111129.438,27679,1747939.0,4838074.0
238,2019,114120.594,29705,1789372.0,5315270.0
238,2020,117190.911,29954,1829051.0,5478709.0
62,1961,23298.607,7127,912000.0,650000.0
62,1962,23893.71,7127,919000.0,655000.0
62,1963,24516.274,7123,928000.0,661000.0
62,1964,25167.738,7100,920800.0,653800.0
62,1965,25849.245,7200,962300.0,692900.0
62,1966,26527.909,7300,988600.0,721700.0
62,1967,27231.15,7327,1008400.0,738900.0
62,1968,27988.255,7389,1028600.0,760000.0
62,1969,28770.95,7453,1049200.0,782000.0
62,1970,29580.994,7549,1070300.0,808000.0
62,1971,30405.828,7691,1091600.0,839500.0
62,1972,31232.166,7868,1113400.0,876000.0
62,1973,32070.832,8000,806000.0,644800.0
62,1974,32901.833,8000,816000.0,652800.0
62,1975,33703.65,9135,765100.0,698900.0
62,1976,34551.872,9920,536800.0,532490.0
62,1977,35224.82,11036,548400.0,605210.0
62,1978,35830.258,8704,492800.0,428910.0
62,1979,36372.652,9611,511300.0,491400.0
62,1980,36603.451,10023,536190.0,537446.0
62,1981,37522.633,11105,552200.0,613227.0
62,1982,38964.438,10317,684910.0,706597.0
62,1983,40035.001,12838,714010.0,916614.0
62,1984,41052.484,10646,625610.0,666052.0
62,1985,42185.208,10233,660220.0,675620.0
62,1986,43404.92,9960,778360.0,775257.0
62,1987,44852.312,11665,668820.0,780210.0
62,1988,46563.083,11838,657830.0,778763.0
62,1989,48298.085,12352,647630.0,799936.0
62,1990,50028.033,13201,605070.0,798757.0
62,1991,51976.65,14115,556750.0,785878.0
62,1992,53932.707,13497,591590.0,798467.0
67,1961,4461.529,19436,237085.0,460792.0
67,1962,4492.172,14753,285700.0,421500.0
67,1963,4524.297,16625,238800.0,397000.0
67,1964,4549.553,17238,268300.0,462500.0
67,1965,4564.583,18746,267100.0,500700.0
67,1966,4581.787,17615,208800.0,367800.0
67,1967,4607.108,20111,252000.0,506800.0
67,1968,4627.785,21417,240700.0,515500.0
67,1969,4624.397,23656,203500.0,481400.0
67,1970,4606.621,23322,175500.0,409300.0
67,1971,4612.424,25630,173000.0,443400.0
67,1972,4639.831,25862,178600.0,461900.0
67,1973,4666.166,24614,187700.0,462000.0
67,1974,4690.576,27307,217200.0,593100.0
67,1975,4711.368,28405,218800.0,621500.0
67,1976,4725.518,29772,219700.0,654100.0
67,1977,4738.739,23148,127400.0,294900.0
67,1978,4752.4,20813,115600.0,240600.0
67,1979,4764.568,21029,99100.0,208400.0
67,1980,4779.418,28697,124300.0,356700.0
67,1981,4799.865,21840,107600.0,235000.0
67,1982,4826.861,30469,142900.0,435400.0
67,1983,4855.733,34430,159600.0,549500.0
67,1984,4881.748,31058,154000.0,478300.0
67,1985,4902.175,30070,157000.0,472100.0
67,1986,4918.172,31912,165800.0,529100.0
67,1987,4932.176,20208,139100.0,281100.0
67,1988,4946.561,26038,109300.0,284600.0
67,1989,4964.475,33487,151400.0,507000.0
67,1990,4986.545,34847,179900.0,626900.0
67,1991,5013.854,36391,118300.0,430500.0
67,1992,5042.121,24152,87900.0,212300.0
67,1993,5066.605,36212,99000.0,358500.0
67,1994,5088.49,37953,88900.0,337400.0
67,1995,5107.943,37686,100700.0,379500.0
67,1996,5124.718,40827,112500.0,459300.0
67,1997,5139.943,37188,124800.0,464100.0
67,1998,5153.544,28929,137200.0,396900.0
67,1999,5165.491,21589,117700.0,254100.0
67,2000,5176.209,36007,149500.0,538300.0
67,2001,5188.002,33811,144600.0,488900.0
67,2002,5200.596,32585,174500.0,568600.0
67,2003,5212.989,35494,191300.0,679000.0
67,2004,5228.141,34738,225200.0,782300.0
67,2005,5246.071,37304,214800.0,801300.0
67,2006,5266.251,35575,192300.0,684100.0
67,2007,5288.689,39329,202600.0,796800.0
67,2008,5313.35,36408,216300.0,787500.0
67,2009,5338.815,41027,216200.0,887000.0
67,2010,5363.271,34299,211200.0,724400.0
67,2011,5388.166,38469,253400.0,974800.0
67,2012,5413.859,39028,227300.0,887100.0
67,2013,5438.872,38215,227500.0,869400.0
67,2014,5461.44,40696,267400.0,1088200.0
67,2015,5479.461,41030,241800.0,992100.0
67,2016,5495.219,38303,215100.0,823900.0
67,2017,5508.14,41276,194300.0,802000.0
67,2018,5515.461,28211,177800.0,501600.0
67,2019,5521.537,46264,197600.0,914180.0
67,2020,5529.468,34538,198800.0,686620.0
68,1961,46143.03,23950,3997300.0,9573520.0
68,1962,46635.189,30752,4570000.0,14053770.0
68,1963,47121.247,26624,3849500.0,10248960.0
68,1964,47641.952,31534,4388200.0,13837700.0
68,1965,48168.804,32655,4520000.0,14760000.0
68,1966,48683.086,28296,3992300.0,11296620.0
68,1967,49181.41,36365,3928900.0,14287540.0
68,1968,49647.279,36641,4089700.0,14984900.0
68,1969,50087.049,35809,4034200.0,14446000.0
68,1970,50523.586,34223,3696000.0,12649000.0
68,1971,50970.698,38614,3947000.0,15241000.0
68,1972,51410.363,45698,3938000.0,17996000.0
68,1973,51814.075,45067,3961000.0,17851008.0
68,1974,52163.552,45844,4146000.0,19007008.0
68,1975,52450.03,38734,3875900.0,15013000.0
68,1976,52685.266,37722,4275000.0,16126000.0
68,1977,52925.442,42303,4125000.0,17450000.0
68,1978,53175.309,50323,4166600.0,20967712.0
68,1979,53428.781,47820,4087000.0,19544000.0
68,1980,53713.83,51810,4590000.0,23781008.0
68,1981,54016.749,50110,4742000.0,23762000.0
68,1982,54319.646,52360,4843000.0,25358000.0
